symbol,display_symbol,name_en,name_local,sector,description,price,rsi,high_52w,low_52w,from_high_pct,volume_ratio,trailing_pe,target_price,upside_pct,trend,trend_score,ma_60,diff_60,near_60,ma_120,diff_120,near_120,ma_240,diff_240,near_240,composite_score,near_count
AMZN,AMZN,Amazon.com Inc.,아마존,이커머스·클라우드,온라인 쇼핑·AWS 클라우드,263.99,80.4,263.99,184.42,0.0,1.16,36.8,283.79,7.5,Neutral,3,219.67,20.18,False,227.15,16.22,False,223.95,17.88,False,5.0,0
NVDA,NVDA,NVIDIA Corp.,엔비디아,반도체·AI,GPU·데이터센터·AI 가속기,208.27,71.5,208.27,106.4,0.0,1.43,42.6,268.61,29.0,Uptrend,4,185.01,12.57,False,185.3,12.4,False,176.25,18.17,False,25.0,0
MSFT,MSFT,Microsoft Corp.,마이크로소프트,소프트웨어·클라우드,윈도우·Azure·Office 365,424.62,63.5,539.83,356.77,-21.3,0.8,26.6,576.42,35.7,Strong Downtrend,1,397.14,6.92,False,439.9,-3.47,False,468.92,-9.45,False,30.0,0
GOOG,GOOG,Alphabet Inc. (C),알파벳(구글) C,인터넷·광고,구글 검색·YouTube·GCP,342.32,69.7,344.66,152.27,-0.7,1.03,31.6,363.36,6.1,Uptrend,4,312.12,9.68,False,311.42,9.92,False,259.1,32.12,False,5.0,0
TSLA,TSLA,Tesla Inc.,테슬라,전기차·에너지,전기차·에너지 저장·자율주행,376.3,48.9,489.88,259.51,-23.2,0.9,345.2,418.38,11.2,Strong Downtrend,1,392.16,-4.04,False,417.49,-9.87,False,388.7,-3.19,False,21.0,0
AAPL,AAPL,Apple Inc.,애플,소비자 전자기기,아이폰·맥·서비스 생태계,271.06,59.7,285.92,194.68,-5.2,0.9,34.4,297.71,9.8,Uptrend,4,261.95,3.48,False,265.39,2.14,False,244.99,10.64,False,15.0,0
GOOGL,GOOGL,Alphabet Inc. (A),알파벳(구글) A,인터넷·광고,구글 검색·YouTube·GCP,344.4,69.0,344.4,150.86,0.0,1.0,31.9,377.29,9.5,Uptrend,4,312.88,10.07,False,311.48,10.57,False,258.71,33.12,False,5.0,0
META,META,Meta Platforms Inc.,메타 플랫폼스,소셜 미디어,페이스북·인스타그램·왓츠앱,675.03,61.5,788.15,525.72,-14.4,0.76,28.7,855.11,26.7,Strong Downtrend,1,639.09,5.62,False,639.3,5.59,False,679.23,-0.62,True,47.52,1
AMD,AMD,Advanced Micro Devices,AMD,반도체,CPU·GPU·AI 가속기,347.81,88.9,347.81,94.47,0.0,2.2,133.3,295.76,-15.0,Uptrend,4,221.67,56.9,False,223.69,55.49,False,192.74,80.46,False,5.0,0
ASML,ASML,ASML Holding NV,ASML,반도체 장비,EUV 노광 장비 독점 공급,1457.7,54.7,1526.51,662.37,-4.5,0.92,48.1,1662.06,14.0,Strong Uptrend,5,1404.01,3.82,False,1267.18,15.03,False,1043.26,39.73,False,21.0,0
COST,COST,Costco Wholesale Corp.,코스트코,유통·소매,창고형 멤버십 할인마트,1011.15,56.1,1052.46,848.84,-3.9,0.93,52.6,1072.16,6.0,Uptrend,4,993.23,1.8,True,949.9,6.45,False,957.01,5.66,False,27.8,1
AVGO,AVGO,Broadcom Inc.,브로드컴,반도체,네트워크·스토리지·AI 맞춤칩,422.76,77.8,422.76,186.64,0.0,0.99,82.6,475.49,12.5,Uptrend,4,338.92,24.74,False,346.4,22.04,False,321.08,31.67,False,11.0,0
QCOM,QCOM,Qualcomm Inc.,퀄컴,반도체·통신,모바일 AP·5G 모뎀 칩,148.85,73.4,185.53,124.07,-19.8,3.04,30.0,150.1,0.8,Strong Downtrend,1,135.88,9.55,False,152.54,-2.42,False,154.39,-3.59,False,5.0,0
PEP,PEP,PepsiCo Inc.,펩시코,식음료,펩시·게토레이·프리토레이 스낵,155.44,48.6,168.98,123.5,-8.0,0.84,24.4,172.0,10.7,Uptrend,4,158.86,-2.15,False,151.27,2.76,False,143.96,7.97,False,21.0,0
LIN,LIN,Linde plc,린데,산업용 가스,산소·질소·수소 등 산업 가스,510.3,60.8,510.3,388.08,0.0,0.73,35.0,525.49,3.0,Uptrend,4,488.08,4.55,False,454.61,12.25,False,458.53,11.29,False,10.0,0
NFLX,NFLX,Netflix Inc.,넷플릭스,스트리밍·미디어,글로벌 OTT 동영상 스트리밍,92.44,40.8,133.91,75.86,-31.0,0.72,29.8,114.38,23.7,Downtrend,2,91.22,1.34,True,94.9,-2.59,False,107.98,-14.39,False,36.64,1
ADBE,ADBE,Adobe Inc.,어도비,소프트웨어,포토샵·Acrobat·Creative Cloud,245.44,49.3,420.68,225.35,-41.7,1.24,14.3,329.28,34.2,Strong Downtrend,0,256.15,-4.18,False,293.13,-16.27,False,330.99,-25.85,False,43.0,0
ISRG,ISRG,Intuitive Surgical Inc.,인튜이티브 서지컬,의료기기,다빈치 수술 로봇 시스템,482.22,56.0,592.85,429.59,-18.7,1.24,58.5,577.01,19.7,Downtrend,2,480.25,0.41,True,519.68,-7.21,False,507.89,-5.05,False,45.36,1
INTU,INTU,Intuit Inc.,인튜이트,금융 소프트웨어,TurboTax·QuickBooks·Mint,395.95,46.5,801.96,350.94,-50.6,0.68,25.8,594.11,50.0,Strong Downtrend,0,418.92,-5.48,False,526.66,-24.82,False,618.29,-35.96,False,35.0,0
AMAT,AMAT,Applied Materials Inc.,어플라이드 머티리얼즈,반도체 장비,반도체 식각·증착 장비,417.04,69.3,417.04,147.64,0.0,1.09,42.7,422.97,1.4,Strong Uptrend,5,358.84,16.22,False,312.38,33.5,False,248.61,67.75,False,5.0,0
MU,MU,Micron Technology Inc.,마이크론 테크놀로지,반도체·메모리,DRAM·NAND 플래시 메모리,496.72,68.9,496.72,76.7,0.0,0.76,23.4,533.73,7.5,Strong Uptrend,5,412.75,20.34,False,346.01,43.56,False,240.66,106.4,False,5.0,0
BKNG,BKNG,Booking Holdings Inc.,부킹 홀딩스,여행·OTA,부킹닷컴·프라이스라인·카약,180.25,51.6,231.27,154.48,-22.1,0.87,27.2,231.98,28.7,Strong Downtrend,1,174.91,3.05,False,190.23,-5.25,False,203.85,-11.58,False,35.0,0
TXN,TXN,Texas Instruments Inc.,텍사스 인스트루먼츠,반도체,아날로그·임베디드 반도체,277.14,83.6,282.23,152.34,-1.8,2.01,47.4,272.75,-1.6,Strong Uptrend,5,211.67,30.93,False,193.31,43.37,False,190.35,45.59,False,5.0,0
LRCX,LRCX,Lam Research Corp.,램 리서치,반도체 장비,반도체 식각·증착 장비,267.78,61.2,272.41,70.38,-1.7,1.33,50.5,305.97,14.3,Strong Uptrend,5,234.17,14.35,False,205.51,30.3,False,156.55,71.05,False,16.0,0
SBUX,SBUX,Starbucks Corp.,스타벅스,외식·음료,글로벌 커피 프랜차이즈,98.67,56.7,101.44,77.4,-2.7,0.91,82.2,101.41,2.8,Strong Uptrend,5,96.0,2.78,False,91.09,8.32,False,88.89,11.0,False,15.0,0
VRTX,VRTX,Vertex Pharmaceuticals,버텍스 파마슈티컬스,바이오·제약,낭성섬유증 치료제,430.29,39.7,509.5,366.54,-15.5,0.94,28.1,548.39,27.4,Neutral,3,460.08,-6.47,False,453.07,-5.03,False,438.86,-1.95,True,42.2,1
ADP,ADP,Automatic Data Processing,ADP,HR·급여 소프트웨어,기업 급여·인사 아웃소싱,196.53,40.5,318.79,188.79,-38.4,1.16,18.9,256.47,30.5,Strong Downtrend,0,211.09,-6.9,False,232.95,-15.63,False,264.5,-25.7,False,38.0,0
PANW,PANW,Palo Alto Networks Inc.,팔로 알토 네트웍스,사이버보안,차세대 방화벽·클라우드 보안,178.54,60.2,221.38,141.67,-19.4,0.72,99.2,206.14,15.5,Strong Downtrend,1,162.57,9.82,False,177.79,0.42,True,187.09,-4.57,False,40.32,1
ADI,ADI,Analog Devices Inc.,아날로그 디바이시스,반도체,아날로그·혼성신호 반도체,399.57,76.8,403.88,189.77,-1.1,1.4,73.0,393.16,-1.6,Strong Uptrend,5,334.55,19.44,False,301.59,32.49,False,267.59,49.32,False,5.0,0
REGN,REGN,Regeneron Pharmaceuticals,리제네론,바이오·제약,아일리아·두필루맙 항체 치료제,751.57,48.2,811.29,481.15,-7.4,1.26,18.1,878.02,16.8,Neutral,3,763.27,-1.53,True,749.93,0.22,True,655.56,14.65,False,68.0,2
MDLZ,MDLZ,Mondelez International,몬델리즈,식품,오레오·리츠·토블레로네,57.61,51.4,68.95,51.07,-16.4,1.25,30.5,66.32,15.1,Downtrend,2,58.01,-0.69,True,56.46,2.04,False,59.66,-3.44,False,44.24,1
GILD,GILD,Gilead Sciences Inc.,길리어드 사이언시스,바이오·제약,HIV·간염·항암제,130.4,30.8,154.92,94.4,-15.8,1.15,19.2,158.36,21.4,Uptrend,4,142.99,-8.8,False,133.11,-2.04,False,121.96,6.92,False,25.0,0
CDNS,CDNS,Cadence Design Systems,캐던스 디자인,EDA 소프트웨어,반도체 설계 자동화(EDA) 툴,332.89,65.4,373.37,265.66,-10.8,1.52,82.0,371.53,11.6,Strong Downtrend,1,292.79,13.7,False,305.93,8.81,False,318.9,4.39,False,11.0,0
SNPS,SNPS,Synopsys Inc.,시놉시스,EDA 소프트웨어,반도체 설계 자동화(EDA) 툴,500.82,70.7,645.35,380.47,-22.4,1.76,76.9,534.65,6.8,Strong Downtrend,1,428.69,16.83,False,443.42,12.94,False,484.17,3.44,False,5.0,0
MELI,MELI,MercadoLibre Inc.,메르카도리브레,이커머스·핀테크,중남미 최대 전자상거래·결제,1835.22,55.1,2613.63,1599.52,-29.8,0.75,46.5,2457.58,33.9,Strong Downtrend,1,1831.07,0.23,True,1957.74,-6.26,False,2174.87,-15.62,False,54.08,1
CSX,CSX,CSX Corporation,CSX,철도·물류,미국 동부 화물 철도 운영,45.41,70.1,46.18,27.42,-1.7,1.43,27.9,45.46,0.1,Strong Uptrend,5,41.08,10.54,False,38.39,18.29,False,35.92,26.42,False,5.0,0
KLAC,KLAC,KLA Corporation,KLA,반도체 장비,반도체 공정 검사·계측 장비,1935.0,75.7,1935.0,671.22,0.0,1.39,56.2,1709.28,-11.7,Strong Uptrend,5,1535.8,25.99,False,1406.32,37.59,False,1169.38,65.47,False,5.0,0
ABNB,ABNB,Airbnb Inc.,에어비앤비,여행·숙박 플랫폼,글로벌 숙박 공유 플랫폼,142.82,64.7,144.18,111.54,-0.9,0.81,35.4,147.26,3.1,Neutral,3,129.95,9.9,False,128.87,10.82,False,129.22,10.52,False,10.0,0
CRWD,CRWD,CrowdStrike Holdings Inc.,크라우드스트라이크,사이버보안,클라우드 기반 엔드포인트 보안,448.13,59.1,557.53,350.25,-19.6,0.61,,491.14,9.6,Strong Downtrend,1,411.2,8.98,False,453.39,-1.16,True,460.75,-2.74,False,30.36,1
PYPL,PYPL,PayPal Holdings Inc.,페이팔,핀테크·결제,온라인 결제·Venmo,50.48,62.1,77.8,38.96,-35.1,0.61,9.3,52.97,4.9,Strong Downtrend,1,45.5,10.95,False,53.01,-4.77,False,61.75,-18.25,False,18.0,0
FTNT,FTNT,Fortinet Inc.,포티넷,사이버보안,FortiGate 네트워크 보안,84.34,55.0,108.69,74.39,-22.4,0.98,34.9,89.0,5.5,Neutral,3,81.78,3.13,False,81.36,3.66,False,86.84,-2.88,False,15.0,0
MRVL,MRVL,Marvell Technology Inc.,마벨 테크놀로지,반도체,데이터센터·5G 반도체,164.31,87.3,165.56,56.16,-0.8,1.25,53.5,128.36,-21.9,Strong Uptrend,5,97.91,67.82,False,92.14,78.33,False,83.17,97.56,False,5.0,0
ORLY,ORLY,O'Reilly Automotive Inc.,오라일리 오토모티브,자동차 부품 소매,자동차 부품·액세서리 소매,93.13,51.5,107.82,87.3,-13.6,1.09,31.4,105.71,13.5,Strong Downtrend,1,93.12,0.01,True,94.51,-1.46,True,96.09,-3.08,False,55.12,2
MNST,MNST,Monster Beverage Corp.,몬스터 비버리지,음료,에너지 음료 브랜드,78.23,60.1,86.66,58.49,-9.7,0.89,40.3,85.46,9.2,Uptrend,4,77.88,0.45,True,76.38,2.42,False,70.04,11.69,False,28.2,1
MAR,MAR,Marriott International,매리어트 인터내셔널,호텔·숙박,글로벌 호텔 체인,367.15,62.0,378.72,233.99,-3.1,0.79,38.6,371.88,1.3,Strong Uptrend,5,339.55,8.13,False,320.97,14.39,False,293.25,25.2,False,10.0,0
PCAR,PCAR,PACCAR Inc.,PACCAR,상용차·트럭,Kenworth·Peterbilt 트럭,127.0,60.7,129.48,86.5,-1.9,1.07,28.2,127.96,0.8,Strong Uptrend,5,122.26,3.88,False,115.31,10.14,False,105.21,20.71,False,10.0,0
CEG,CEG,Constellation Energy Corp.,컨스텔레이션 에너지,원자력·전력,미국 최대 원자력 발전 운영,313.53,60.2,402.95,216.97,-22.2,1.24,42.4,372.38,18.8,Strong Downtrend,1,294.33,6.52,False,319.82,-1.97,True,322.67,-2.83,False,34.12,1
KDP,KDP,Keurig Dr Pepper Inc.,큐리그 닥터페퍼,음료,커피 캡슐·닥터페퍼 음료,29.22,73.4,34.3,24.87,-14.8,1.31,21.6,33.25,13.8,Downtrend,2,27.53,6.14,False,27.43,6.53,False,28.83,1.35,True,25.6,1
WDAY,WDAY,Workday Inc.,워크데이,기업용 소프트웨어,클라우드 HR·재무 관리,119.76,42.8,274.71,112.5,-56.4,1.11,46.2,179.22,49.6,Strong Downtrend,0,137.13,-12.67,False,175.9,-31.92,False,206.89,-42.11,False,30.0,0
DXCM,DXCM,DexCom Inc.,덱스컴,의료기기,연속혈당측정기(CGM) 시스템,61.57,40.3,89.53,54.84,-31.2,0.91,29.5,86.88,41.1,Strong Downtrend,1,67.54,-8.84,False,66.42,-7.3,False,72.53,-15.11,False,30.0,0
CTAS,CTAS,Cintas Corporation,신타스,기업 서비스,유니폼 렌탈·시설 관리,175.9,44.9,226.13,165.71,-22.2,0.69,37.2,212.41,20.8,Strong Downtrend,0,187.03,-5.95,False,187.18,-6.03,False,199.05,-11.63,False,22.0,0
ROST,ROST,Ross Stores Inc.,로스 스토어스,유통·소매,오프프라이스 의류·생활용품,226.37,61.6,228.25,125.73,-0.8,0.46,34.2,229.81,1.5,Strong Uptrend,5,208.89,8.37,False,193.1,17.23,False,168.15,34.62,False,10.0,0
CHTR,CHTR,Charter Communications,차터 커뮤니케이션스,통신·케이블,케이블 TV·인터넷 서비스,180.13,29.3,427.25,180.13,-57.8,6.79,4.9,265.2,47.2,Downtrend,2,224.67,-19.82,False,214.63,-16.07,False,268.33,-32.87,False,25.0,0
ODFL,ODFL,Old Dominion Freight Line,올드 도미니언 프레이트,물류·운송,미국 LTL 화물 운송,219.98,63.6,224.42,125.86,-2.0,0.83,45.5,202.62,-7.9,Strong Uptrend,5,197.71,11.26,False,175.52,25.33,False,164.09,34.06,False,10.0,0
AEP,AEP,American Electric Power,아메리칸 일렉트릭 파워,전력·유틸리티,미국 중부·남부 전력 공급,134.73,57.1,137.15,96.26,-1.8,0.74,20.2,141.38,4.9,Strong Uptrend,5,129.85,3.76,False,123.53,9.07,False,115.09,17.06,False,15.0,0
PAYX,PAYX,Paychex Inc.,페이첵스,HR·급여 소프트웨어,중소기업 HR·급여 서비스,89.82,44.3,155.44,85.57,-42.2,0.84,19.8,100.93,12.4,Strong Downtrend,0,93.55,-3.99,False,102.04,-11.98,False,119.64,-24.92,False,24.0,0
GEHC,GEHC,GE HealthCare Technologies,GE 헬스케어,의료기기,MRI·CT 등 의료 영상 장비,68.83,37.3,88.08,66.92,-21.9,1.12,15.1,90.74,31.8,Strong Downtrend,1,75.65,-9.02,False,78.02,-11.78,False,75.96,-9.39,False,38.0,0
FAST,FAST,Fastenal Company,패스트널,산업 유통,볼트·너트 등 산업 소모품 유통,44.69,44.7,49.85,38.65,-10.4,0.53,39.5,46.49,4.0,Neutral,3,45.85,-2.53,False,43.56,2.59,False,44.02,1.52,True,23.92,1
EXC,EXC,Exelon Corporation,엑셀론,전력·유틸리티,미국 북동부·중서부 전력 공급,46.92,43.3,50.29,41.11,-6.7,0.96,17.2,50.17,6.9,Uptrend,4,47.53,-1.28,True,45.87,2.29,False,44.61,5.18,False,32.88,1
IDXX,IDXX,IDEXX Laboratories Inc.,IDEXX 래버러토리즈,동물 진단,반려동물 진단·검사 장비,565.93,44.2,766.68,432.65,-26.2,1.16,43.3,733.43,29.6,Strong Downtrend,1,604.56,-6.39,False,654.62,-13.55,False,620.83,-8.84,False,30.0,0
TEAM,TEAM,Atlassian Corporation,아틀라시안,협업 소프트웨어,Jira·Confluence 협업 툴,71.55,52.1,229.83,57.15,-68.9,0.68,,147.09,105.6,Strong Downtrend,0,77.42,-7.58,False,114.68,-37.61,False,149.32,-52.08,False,35.0,0
XEL,XEL,Xcel Energy Inc.,엑셀 에너지,전력·유틸리티,미국 중부 전력·가스 공급,79.15,46.7,83.29,64.17,-5.0,0.92,23.1,91.06,15.0,Uptrend,4,79.67,-0.65,True,77.88,1.63,True,74.59,6.11,False,51.88,2
FANG,FANG,Diamondback Energy Inc.,다이아몬드백 에너지,에너지·석유,퍼미안 분지 원유 개발·생산,194.79,58.7,202.19,126.13,-3.7,0.5,34.0,221.97,14.0,Strong Uptrend,5,180.81,7.73,False,164.86,18.15,False,152.46,27.76,False,21.0,0
BKR,BKR,Baker Hughes Company,베이커 휴즈,에너지 서비스,유전 굴착·서비스·LNG 설비,68.94,71.4,68.94,34.7,0.0,1.93,22.0,65.0,-5.7,Strong Uptrend,5,60.79,13.41,False,54.69,26.06,False,48.57,41.94,False,5.0,0
BIIB,BIIB,Biogen Inc.,바이오젠,바이오·제약,알츠하이머·MS 신경계 치료제,184.38,52.1,201.18,116.82,-8.4,0.54,21.0,212.36,15.2,Uptrend,4,185.54,-0.63,True,178.97,3.02,False,157.39,17.15,False,44.48,1
ZS,ZS,Zscaler Inc.,지스케일러,사이버보안,제로트러스트 클라우드 보안,135.5,46.5,336.27,118.05,-59.7,0.77,,229.45,69.3,Strong Downtrend,0,153.29,-11.61,False,202.61,-33.12,False,245.86,-44.89,False,35.0,0
DLTR,DLTR,Dollar Tree Inc.,달러 트리,유통·소매,균일가 소매점 체인,103.75,45.2,141.21,80.17,-26.5,0.76,17.5,124.74,20.2,Downtrend,2,114.22,-9.17,False,116.63,-11.04,False,108.74,-4.59,False,35.0,0
VRSK,VRSK,Verisk Analytics Inc.,버리스크 애널리틱스,데이터·분석,보험·에너지 산업 데이터 분석,177.59,43.4,318.85,164.28,-44.3,1.0,27.4,223.88,26.1,Strong Downtrend,0,190.1,-6.58,False,204.55,-13.18,False,240.5,-26.16,False,30.0,0
NXPI,NXPI,NXP Semiconductors NV,NXP 세미컨덕터즈,반도체,자동차·IoT 반도체,244.04,80.5,248.46,178.44,-1.8,1.2,30.7,258.84,6.1,Strong Downtrend,1,214.04,14.02,False,215.81,13.08,False,215.95,13.01,False,5.0,0
TTWO,TTWO,Take-Two Interactive,테이크-투 인터랙티브,게임,GTA·NBA 2K 등 게임 퍼블리셔,210.75,54.3,262.29,189.69,-19.7,0.68,,277.1,31.5,Strong Downtrend,1,205.46,2.57,False,225.7,-6.62,False,232.5,-9.35,False,35.0,0
CPRT,CPRT,Copart Inc.,코파트,자동차 경매,폐차·중고차 온라인 경매 플랫폼,33.07,41.5,63.84,32.43,-48.2,1.0,20.8,42.67,29.0,Strong Downtrend,0,35.6,-7.11,False,37.8,-12.51,False,43.06,-23.2,False,30.0,0
ON,ON,ON Semiconductor Corp.,ON 세미컨덕터,반도체,전력·전기차용 SiC 반도체,98.4,89.1,98.4,38.41,0.0,1.4,339.3,72.55,-26.3,Strong Uptrend,5,67.05,46.76,False,60.72,62.06,False,55.91,76.0,False,5.0,0
CCEP,CCEP,Coca-Cola Europacific Partners,코카콜라 유로퍼시픽,음료,코카콜라 유럽·아태 병입·유통,98.06,55.7,110.43,84.39,-11.2,0.99,19.7,106.89,9.0,Uptrend,4,98.25,-0.19,True,94.1,4.21,False,92.13,6.44,False,42.24,1
GFS,GFS,GlobalFoundries Inc.,글로벌파운드리스,반도체 파운드리,반도체 위탁생산(파운드리),61.79,81.2,61.79,31.62,0.0,1.2,38.9,51.3,-17.0,Strong Uptrend,5,46.85,31.89,False,42.24,46.28,False,39.23,57.51,False,5.0,0
ILMN,ILMN,Illumina Inc.,일루미나,유전체 분석,유전자 염기서열 분석(NGS) 장비,127.88,50.3,153.95,74.53,-16.9,0.66,23.5,136.67,6.9,Neutral,3,125.89,1.58,True,129.68,-1.39,True,112.37,13.8,False,43.12,2
DDOG,DDOG,Datadog Inc.,데이터독,클라우드 모니터링,클라우드 인프라·앱 모니터링,129.48,58.6,199.72,99.6,-35.2,0.67,417.7,176.95,36.7,Strong Downtrend,1,120.7,7.27,False,135.31,-4.31,False,135.95,-4.76,False,35.0,0
CDW,CDW,CDW Corporation,CDW,IT 유통·솔루션,기업용 IT 제품·솔루션 유통,135.32,60.5,187.53,113.48,-27.8,0.75,16.7,166.2,22.8,Strong Downtrend,1,126.18,7.24,False,132.43,2.18,False,150.18,-9.89,False,30.0,0
WBD,WBD,Warner Bros. Discovery Inc.,워너브라더스 디스커버리,미디어·엔터테인먼트,HBO·CNN·Warner Bros.,27.07,41.4,29.98,8.37,-9.7,0.94,93.3,29.6,9.3,Neutral,3,27.67,-2.17,False,27.03,0.15,True,20.33,33.15,False,29.4,1
EA,EA,Electronic Arts Inc.,일렉트로닉 아츠,게임,EA Sports·FIFA·Madden,202.67,50.5,204.6,142.41,-0.9,0.65,75.6,205.62,1.5,Neutral,3,201.48,0.59,True,202.15,0.26,True,184.62,9.78,False,51.6,2
LULU,LULU,Lululemon Athletica Inc.,룰루레몬,의류·스포츠웨어,프리미엄 요가·운동복 브랜드,143.8,34.1,335.19,141.66,-57.1,1.44,10.8,182.08,26.6,Strong Downtrend,0,167.09,-13.94,False,178.49,-19.44,False,198.66,-27.62,False,33.0,0
SMCI,SMCI,Super Micro Computer Inc.,슈퍼마이크로,AI 서버,AI·데이터센터용 고성능 서버,29.08,57.5,60.71,20.53,-52.1,1.18,21.2,33.2,14.2,Strong Downtrend,1,28.68,1.39,True,31.15,-6.65,False,39.27,-25.95,False,35.44,1
KHC,KHC,Kraft Heinz Company,크래프트 하인즈,식품,케첩·마카로니치즈 등 포장 식품,21.94,42.7,27.86,21.21,-21.2,1.1,,24.08,9.8,Strong Downtrend,0,23.07,-4.9,False,23.42,-6.32,False,24.48,-10.38,False,10.0,0
MRNA,MRNA,Moderna Inc.,모더나,바이오·제약,mRNA 기반 백신·치료제,50.73,46.0,57.8,22.36,-12.2,0.79,,46.1,-9.1,Strong Uptrend,5,50.04,1.38,True,40.64,24.83,False,33.99,49.25,False,29.48,1
SIRI,SIRI,SiriusXM Holdings Inc.,시리우스XM,위성 라디오·미디어,위성 라디오·팟캐스트 플랫폼,26.61,63.6,28.06,18.54,-5.2,2.35,11.9,26.31,-1.1,Uptrend,4,22.62,17.64,False,21.73,22.46,False,21.82,21.95,False,18.0,0
RIVN,RIVN,Rivian Automotive Inc.,리비안,전기차,전기 픽업트럭·SUV 제조,16.52,53.6,22.45,11.64,-26.4,1.01,,18.16,9.9,Neutral,3,15.52,6.44,False,16.44,0.49,True,15.07,9.62,False,33.04,1
LCID,LCID,Lucid Group Inc.,루시드 그룹,전기차,프리미엄 전기 세단 제조,6.25,27.1,31.3,6.25,-80.0,0.96,,12.77,104.3,Strong Downtrend,0,9.58,-34.76,False,11.15,-43.95,False,16.86,-62.93,False,25.0,0
ENPH,ENPH,Enphase Energy Inc.,엔페이즈 에너지,태양광·에너지,마이크로인버터·가정용 에너지,35.77,49.4,51.67,26.12,-30.8,0.82,27.7,45.5,27.2,Strong Downtrend,1,40.73,-12.18,False,36.52,-2.05,False,37.49,-4.59,False,35.0,0
OKTA,OKTA,Okta Inc.,옥타,사이버보안·ID 관리,클라우드 ID·접근 관리(IAM),75.98,51.5,127.3,62.93,-40.3,0.62,58.0,100.28,32.0,Strong Downtrend,0,77.95,-2.53,False,82.65,-8.07,False,89.88,-15.47,False,35.0,0
ZM,ZM,Zoom Video Communications,줌 비디오,화상회의·협업,클라우드 화상회의 플랫폼,92.03,65.2,96.22,69.77,-4.4,1.04,14.9,97.33,5.8,Neutral,3,83.71,9.94,False,84.66,8.71,False,81.95,12.3,False,13.0,0
ALGN,ALGN,Align Technology Inc.,얼라인 테크놀로지,의료기기,인비절라인 투명 치아교정기,189.61,58.3,207.19,124.88,-8.5,0.78,33.6,206.86,9.1,Strong Uptrend,5,179.35,5.72,False,167.06,13.5,False,163.25,16.15,False,15.0,0
MTCH,MTCH,Match Group Inc.,매치 그룹,소셜·데이팅,틴더·OkCupid 등 데이팅 앱,36.75,71.0,38.09,26.55,-3.5,1.01,15.4,36.24,-1.4,Neutral,3,31.6,16.3,False,31.89,15.24,False,32.47,13.18,False,13.0,0
NCLH,NCLH,Norwegian Cruise Line,노르웨이지안 크루즈,여행·크루즈,크루즈 여행 운항,18.51,41.5,26.94,16.03,-31.3,0.71,20.1,24.66,33.2,Strong Downtrend,1,21.07,-12.15,False,20.87,-11.31,False,21.71,-14.74,False,30.0,0
PCVX,PCVX,Vaxcyte Inc.,박스사이트,바이오·제약,폐렴구균 백신 개발,59.49,50.0,63.04,29.0,-5.6,0.76,,109.0,83.2,Strong Uptrend,5,57.86,2.82,False,52.26,13.83,False,43.61,36.41,False,35.0,0
EXPE,EXPE,Expedia Group Inc.,익스피디아,여행·OTA,온라인 여행 예약 플랫폼,251.44,53.7,300.66,155.39,-16.4,0.54,25.6,283.53,12.8,Neutral,3,233.84,7.53,False,250.94,0.2,True,222.28,13.12,False,40.2,1
ARM,ARM,Arm Holdings plc,ARM 홀딩스,반도체 IP,모바일·IoT 프로세서 아키텍처,234.81,87.2,234.81,104.55,0.0,2.51,313.1,169.59,-27.8,Neutral,3,137.05,71.33,False,132.54,77.16,False,139.84,67.91,False,5.0,0
FWONK,FWONK,Formula One Group,포뮬러 원 그룹,스포츠·미디어,F1 레이싱 미디어 권리,88.6,53.5,108.33,81.42,-18.2,2.4,38.4,114.06,28.7,Strong Downtrend,1,86.67,2.23,False,90.82,-2.44,False,95.69,-7.41,False,35.0,0
MDB,MDB,MongoDB Inc.,몽고DB,데이터베이스,클라우드 NoSQL 데이터베이스,253.59,47.1,440.6,171.64,-42.4,1.31,,351.1,38.5,Strong Downtrend,1,288.82,-12.2,False,339.75,-25.36,False,296.67,-14.52,False,35.0,0
APP,APP,Applovin Corporation,앱러빈,모바일 광고·AI,AI 기반 모바일 광고 플랫폼,448.29,51.4,733.6,267.88,-38.9,0.99,44.7,639.36,42.6,Downtrend,2,436.66,2.66,False,530.72,-15.53,False,496.92,-9.79,False,35.0,0
MMM,MMM,3M Company,3M Company,산업재,"3M Company provides diversified technology services in the America, the Asia Pacific, Europe, the Middle East, Africa, a",145.99,43.1,173.83,134.84,-16.0,1.78,28.1,175.03,19.9,Strong Downtrend,1,154.87,-5.73,False,159.56,-8.5,False,155.54,-6.14,False,22.0,0
AOS,AOS,A. O. Smith Corporation,A. O. Smith Corporation,산업재,"A. O. Smith Corporation manufactures and markets residential and commercial gas and electric water heaters, boilers, hea",64.38,43.1,80.47,61.8,-20.0,0.82,16.7,78.3,21.6,Downtrend,2,70.57,-8.77,False,68.98,-6.67,False,68.8,-6.42,False,30.0,0
ABBV,ABBV,AbbVie Inc.,AbbVie Inc.,헬스케어,"AbbVie Inc., a research-based biopharmaceutical company, engages in the research and development, manufacturing, commerc",198.71,35.1,238.71,171.84,-16.8,1.19,84.2,249.27,25.4,Strong Downtrend,1,216.36,-8.16,False,218.86,-9.21,False,208.67,-4.77,False,30.0,0
